Number of Samples	Sampling Rate (Hz)
1024.000000	22000.000000

Time (s)	Time History Channel 0	Frequency (Hz)	Power Spectrum Channel 0
0.005682	2.018962	2685.546875	0.002022
0.005727	2.101874	2707.031250	0.002655
0.005773	2.184788	2728.515625	0.002326
0.005818	2.267701	2750.000000	0.002684
0.005864	2.350615	2771.484375	0.001992
0.005909	2.392071	2792.968750	0.003461
0.005955	2.454256	2814.453125	0.001430
0.006000	2.516441	2835.937500	0.004464
0.006045	2.599355	2857.421875	0.002024
0.006091	2.682268	2878.906250	0.000940
0.006136	2.785910	2900.390625	0.003629
0.006182	2.868822	2921.875000	0.003657
0.006227	2.951735	2943.359375	0.006809
0.006273	3.034649	2964.843750	0.005564
0.006318	3.096834	2986.328125	0.001818
0.006364	3.159019	3007.812500	0.002707
0.006409	3.200476	3029.296875	0.002102
0.006455	3.283389	3050.781250	0.003398
0.006500	3.324845	3072.265625	0.001508
0.006545	3.366302	3093.750000	0.002748
0.006591	3.304117	3115.234375	0.002753
0.006636	3.262661	3136.718750	0.000845
0.006682	3.366302	3158.203125	0.002195
0.006727	3.428487	3179.687500	0.001623
0.006773	3.635771	3201.171875	0.002525
0.006818	3.656499	3222.656250	0.001421
0.006864	3.697955	3244.140625	0.000597
0.006909	3.822325	3265.625000	0.001307
0.006955	3.697955	3287.109375	0.000760
0.007000	3.822325	3308.593750	0.001098
0.007045	3.946695	3330.078125	0.000445
0.007091	3.884510	3351.562500	0.000264
0.007136	4.071065	3373.046875	0.002142
0.007182	4.195435	3394.531250	0.001729
0.007227	4.112521	3416.015625	0.001818
0.007273	4.153978	3437.500000	0.002703
0.007318	4.133250	3458.984375	0.001018
0.007364	4.029609	3480.468750	0.002212
0.007409	4.029609	3501.953125	0.002567
0.007455	4.195435	3523.437500	0.001404
0.007500	4.319805	3544.921875	0.001079
0.007545	4.444175	3566.406250	0.001140
0.007591	4.692915	3587.890625	0.000846
0.007636	4.755099	3609.375000	0.001188
0.007682	4.755099	3630.859375	0.002708
0.007727	4.755099	3652.343750	0.004312
0.007773	4.734371	3673.828125	0.007287
0.007818	4.755099	3695.312500	0.000679
0.007864	4.589272	3716.796875	0.001594
0.007909	4.589272	3738.281250	0.001382
0.007955	4.485631	3759.765625	0.002649
0.008000	4.527088	3781.250000	0.001586
0.008045	4.713643	3802.734375	0.001339
0.008091	4.858741	3824.218750	0.002626
0.008136	4.900198	3845.703125	0.001524
0.008182	4.941654	3867.187500	0.004992
0.008227	4.941654	3888.671875	0.001446
0.008273	4.941654	3910.156250	0.000491
0.008318	4.941654	3931.640625	0.000153
0.008364	4.775827	3953.125000	0.003483
0.008409	4.610002	3974.609375	0.002800
0.008455	4.713643	3996.093750	0.003224
0.008500	4.838013	4017.578125	0.000935
0.008545	4.796556	4039.062500	0.000975
0.008591	4.941654	4060.546875	0.003412
0.008636	4.941654	4082.031250	0.001094
0.008682	4.941654	4103.515625	0.000230
0.008727	4.920926	4125.000000	0.001412
0.008773	4.941654	4146.484375	0.001307
0.008818	4.920926	4167.968750	0.001302
0.008864	4.941654	4189.453125	0.001166
0.008909	4.858741	4210.937500	0.000848
0.008955	4.775827	4232.421875	0.000830
0.009000	4.817285	4253.906250	0.002570
0.009045	4.775827	4275.390625	0.001253
0.009091	4.796556	4296.875000	0.001278
0.009136	4.775827	4318.359375	0.001826
0.009182	4.755099	4339.843750	0.002193
0.009227	4.734371	4361.328125	0.002384
0.009273	4.672186	4382.812500	0.001048
0.009318	4.672186	4404.296875	0.001200
0.009364	4.610002	4425.781250	0.001092
0.009409	4.589272	4447.265625	0.002544
0.009455	4.506360	4468.750000	0.001870
0.009500	4.506360	4490.234375	0.002781
0.009545	4.423447	4511.718750	0.000903
0.009591	4.423447	4533.203125	0.000811
0.009636	4.340533	4554.687500	0.004267
0.009682	4.319805	4576.171875	0.001090
0.009727	4.216164	4597.656250	0.000567
0.009773	4.236892	4619.140625	0.002184
0.009818	4.195435	4640.625000	0.000680
0.009864	4.153978	4662.109375	0.001669
0.009909	4.050337	4683.593750	0.000459
0.009955	4.029609	4705.078125	0.001040
0.010000	4.029609	4726.562500	0.001781
0.010045	4.008880	4748.046875	0.001277
0.010091	3.946695	4769.531250	0.002191
0.010136	3.863782	4791.015625	0.001486
0.010182	3.822325	4812.500000	0.001800
0.010227	3.739412	4833.984375	0.000849
0.010273	3.677227	4855.468750	0.001874
0.010318	3.594314	4876.953125	0.000761
0.010364	3.552857	4898.437500	0.000408
0.010409	3.449216	4919.921875	0.001464
0.010455	3.283389	4941.406250	0.000497
0.010500	3.262661	4962.890625	0.002076
0.010545	3.200476	4984.375000	0.000962
0.010591	3.179748	5005.859375	0.001200
0.010636	3.096834	5027.343750	0.001434
0.010682	3.055377	5048.828125	0.000689
0.010727	2.993193	5070.312500	0.000859
0.010773	2.951735	5091.796875	0.001169
0.010818	2.848094	5113.281250	0.001544
0.010864	2.806638	5134.765625	0.000841
0.010909	2.682268	5156.250000	0.001189
0.010955	2.557898	5177.734375	0.001498
0.011000	2.433528	5199.218750	0.001913
0.011045	2.392071	5220.703125	0.002021
0.011091	2.350615	5242.187500	0.002039
0.011136	2.309158	5263.671875	0.000087
0.011182	2.267701	5285.156250	0.001770
0.011227	2.205517	5306.640625	0.002944
0.011273	2.122603	5328.125000	0.000397
0.011318	2.039690	5349.609375	0.001919
0.011364	1.998233	5371.093750	0.001249
0.011409	1.894591	5392.578125	0.000896
0.011455	1.811678	5414.062500	0.000961
0.011500	1.708036	5435.546875	0.001229
0.011545	1.604395	5457.031250	0.001451
0.011591	1.562939	5478.515625	0.000808
0.011636	1.521482	5500.000000	0.004783
0.011682	1.459297	5521.484375	0.000822
0.011727	1.417840	5542.968750	0.000712
0.011773	1.355656	5564.453125	0.000883
0.011818	1.293470	5585.937500	0.001003
0.011864	1.210557	5607.421875	0.000592
0.011909	1.169101	5628.906250	0.000678
0.011955	1.065459	5650.390625	0.000600
0.012000	1.024002	5671.875000	0.001385
0.012045	0.982546	5693.359375	0.002104
0.012091	0.858175	5714.843750	0.000236
0.012136	0.775263	5736.328125	0.000250
0.012182	0.775263	5757.812500	0.002046
0.012227	0.754534	5779.296875	0.001687
0.012273	0.692349	5800.781250	0.001540
0.012318	0.671621	5822.265625	0.001079
0.012364	0.630164	5843.750000	0.000820
0.012409	0.547251	5865.234375	0.000747
0.012455	0.526523	5886.718750	0.001416
0.012500	0.464337	5908.203125	0.001341
0.012545	0.443609	5929.687500	0.000263
0.012591	0.298512	5951.171875	0.000716
0.012636	0.257054	5972.656250	0.000735
0.012682	0.298512	5994.140625	0.000920
0.012727	0.257054	6015.625000	0.002352
0.012773	0.236326	6037.109375	0.000494
0.012818	0.236326	6058.593750	0.000935
0.012864	0.215598	6080.078125	0.002245
0.012909	0.174141	6101.562500	0.000554
0.012955	0.111957	6123.046875	0.000780
0.013000	0.111957	6144.531250	0.001165
0.013045	0.049771	6166.015625	0.001242
0.013091	0.049771	6187.500000	0.002035
0.013136	0.049771	6208.984375	0.000843
0.013182	0.049771	6230.468750	0.001917
0.013227	0.049771	6251.953125	0.001081
0.013273	0.049771	6273.437500	0.001941
0.013318	0.049771	6294.921875	0.002490
0.013364	0.029043	6316.406250	0.001376
0.013409	0.049771	6337.890625	0.002152
0.013455	0.049771	6359.375000	0.001019
0.013500	0.049771	6380.859375	0.002901
0.013545	0.049771	6402.343750	0.001659
0.013591	0.049771	6423.828125	0.001652
0.013636	0.029043	6445.312500	0.001698
0.013682	0.049771	6466.796875	0.001500
0.013727	0.049771	6488.281250	0.001095
0.013773	0.029043	6509.765625	0.001714
0.013818	0.049771	6531.250000	0.002909
0.013864	0.029043	6552.734375	0.001384
0.013909	0.008315	6574.218750	0.001991
0.013955	0.029043	6595.703125	0.001554
0.014000	0.029043	6617.187500	0.001815
0.014045	0.049771	6638.671875	0.001349
0.014091	0.029043	6660.156250	0.001659
0.014136	0.049771	6681.640625	0.001063
0.014182	0.111957	6703.125000	0.001964
0.014227	0.153413	6724.609375	0.001970
0.014273	0.174141	6746.093750	0.003276
0.014318	0.215598	6767.578125	0.001496
0.014364	0.277782	6789.062500	0.000837
0.014409	0.319240	6810.546875	0.001364
0.014455	0.360696	6832.031250	0.000900
0.014500	0.443609	6853.515625	0.001891
0.014545	0.505795	6875.000000	0.001207
0.014591	0.547251	6896.484375	0.000312
0.014636	0.588708	6917.968750	0.001776
0.014682	0.630164	6939.453125	0.001313
0.014727	0.692349	6960.937500	0.001371
0.014773	0.671621	6982.421875	0.001966
0.014818	0.692349	7003.906250	0.001250
0.014864	0.775263	7025.390625	0.001618
0.014909	0.878904	7046.875000	0.001548
0.014955	0.941089	7068.359375	0.000600
0.015000	1.003274	7089.843750	0.001910
0.015045	1.065459	7111.328125	0.001445
0.015091	1.148372	7132.812500	0.001529
0.015136	1.210557	7154.296875	0.000543
0.015182	1.252014	7175.781250	0.000923
0.015227	1.334927	7197.265625	0.001196
0.015273	1.355656	7218.750000	0.002235
0.015318	1.417840	7240.234375	0.000586
0.015364	1.355656	7261.718750	0.001539
0.015409	1.438569	7283.203125	0.000282
0.015455	1.625123	7304.687500	0.001013
0.015500	1.770222	7326.171875	0.003448
0.015545	1.894591	7347.656250	0.001790
0.015591	2.018962	7369.140625	0.002073
0.015636	2.081146	7390.625000	0.000947
0.015682	2.143332	7412.109375	0.000426
0.015727	2.184788	7433.593750	0.001322
0.015773	2.164060	7455.078125	0.000532
0.015818	2.205517	7476.562500	0.000987
0.015864	2.267701	7498.046875	0.001035
0.015909	2.288429	7519.531250	0.000480
0.015955	2.350615	7541.015625	0.001717
0.016000	2.516441	7562.500000	0.001323
0.016045	2.640811	7583.984375	0.001513
0.016091	2.765181	7605.468750	0.002059
0.016136	2.868822	7626.953125	0.002156
0.016182	2.931007	7648.437500	0.001702
0.016227	2.972465	7669.921875	0.002374
0.016273	3.013921	7691.406250	0.000915
0.016318	3.096834	7712.890625	0.002249
0.016364	3.159019	7734.375000	0.000734
0.016409	3.179748	7755.859375	0.001228
0.016455	3.179748	7777.343750	0.002865
0.016500	3.324845	7798.828125	0.000573
0.016545	3.449216	7820.312500	0.002673
0.016591	3.532128	7841.796875	0.001303
0.016636	3.615042	7863.281250	0.000980
0.016682	3.697955	7884.765625	0.001787
0.016727	3.718683	7906.250000	0.000294
0.016773	3.801597	7927.734375	0.001165
0.016818	3.863782	7949.218750	0.000665
0.016864	3.905238	7970.703125	0.000758
0.016909	3.967423	7992.187500	0.000465
0.016955	3.988152	8013.671875	0.000072
0.017000	4.029609	8035.156250	0.000712
0.017045	4.091793	8056.640625	0.000315
0.017091	4.174706	8078.125000	0.001245
0.017136	4.236892	8099.609375	0.000935
0.017182	4.319805	8121.093750	0.001767
0.017227	4.340533	8142.578125	0.000628
0.017273	4.381989	8164.062500	0.001330
0.017318	4.423447	8185.546875	0.000973
0.017364	4.485631	8207.031250	0.000270
0.017409	4.527088	8228.515625	0.001512
0.017455	4.610002	8250.000000	0.000220
0.017500	4.672186	8271.484375	0.001817
0.017545	4.610002	8292.968750	0.000411
0.017591	4.651458	8314.453125	0.001261
0.017636	4.692915	8335.937500	0.001382
0.017682	4.713643	8357.421875	0.000519
0.017727	4.775827	8378.906250	0.001815
0.017773	4.817285	8400.390625	0.000421
0.017818	4.858741	8421.875000	0.000967
0.017864	4.858741	8443.359375	0.000967
0.017909	4.900198	8464.843750	0.000855
0.017955	4.920926	8486.328125	0.000853
0.018000	4.941654	8507.812500	0.001126
0.018045	4.920926	8529.296875	0.001696
0.018091	4.838013	8550.781250	0.001202
0.018136	4.920926	8572.265625	0.001230
0.018182	4.941654	8593.750000	0.000548
0.018227	4.941654	8615.234375	0.000696
0.018273	4.941654	8636.718750	0.001164
0.018318	4.962382	8658.203125	0.000633
0.018364	4.941654	8679.687500	0.001764
0.018409	4.941654	8701.171875	0.001304
0.018455	4.941654	8722.656250	0.000430
0.018500	4.941654	8744.140625	0.000665
0.018545	4.941654	8765.625000	0.000303
0.018591	4.962382	8787.109375	0.000898
0.018636	4.941654	8808.593750	0.000864
0.018682	4.941654	8830.078125	0.001012
0.018727	4.941654	8851.562500	0.001169
0.018773	4.941654	8873.046875	0.000957
0.018818	4.941654	8894.531250	0.000335
0.018864	4.941654	8916.015625	0.000897
0.018909	4.941654	8937.500000	0.001235
0.018955	4.941654	8958.984375	0.001294
0.019000	4.941654	8980.468750	0.001408
0.019045	4.962382	9001.953125	0.001555
0.019091	4.941654	9023.437500	0.000660
0.019136	4.941654	9044.921875	0.000683
0.019182	4.713643	9066.406250	0.000744
0.019227	4.692915	9087.890625	0.001850
0.019273	4.672186	9109.375000	0.000864
0.019318	4.672186	9130.859375	0.001185
0.019364	4.610002	9152.343750	0.001175
0.019409	4.630730	9173.828125	0.002174
0.019455	4.610002	9195.312500	0.000441
0.019500	4.568544	9216.796875	0.000987
0.019545	4.547816	9238.281250	0.000719
0.019591	4.485631	9259.765625	0.000996
0.019636	4.444175	9281.250000	0.000578
0.019682	4.340533	9302.734375	0.000753
0.019727	4.195435	9324.218750	0.001173
0.019773	4.195435	9345.703125	0.000454
0.019818	4.174706	9367.187500	0.000497
0.019864	4.112521	9388.671875	0.000870
0.019909	4.112521	9410.156250	0.000454
0.019955	4.050337	9431.640625	0.001359
0.020000	3.988152	9453.125000	0.001749
0.020045	3.925967	9474.609375	0.000938
0.020091	3.863782	9496.093750	0.000165
0.020136	3.843054	9517.578125	0.000110
0.020182	3.760140	9539.062500	0.000581
0.020227	3.677227	9560.546875	0.001268
0.020273	3.511400	9582.031250	0.000417
0.020318	3.469944	9603.515625	0.001113
0.020364	3.428487	9625.000000	0.000502
0.020409	3.366302	9646.484375	0.000898
0.020455	3.345573	9667.968750	0.000322
0.020500	3.283389	9689.453125	0.000583
0.020545	3.241932	9710.937500	0.000989
0.020591	3.179748	9732.421875	0.000361
0.020636	3.096834	9753.906250	0.000389
0.020682	3.034649	9775.390625	0.000904
0.020727	2.951735	9796.875000	0.000577
0.020773	2.868822	9818.359375	0.000425
0.020818	2.827366	9839.843750	0.000551
0.020864	2.661539	9861.328125	0.000452
0.020909	2.578626	9882.812500	0.001072
0.020955	2.537169	9904.296875	0.000536
0.021000	2.495713	9925.781250	0.000373
0.021045	2.433528	9947.265625	0.001609
0.021091	2.350615	9968.750000	0.000440
0.021136	2.288429	9990.234375	0.001809
0.021182	2.205517	10011.718750	0.000259
0.021227	2.164060	10033.203125	0.001544
0.021273	2.060418	10054.687500	0.000639
0.021318	1.956777	10076.171875	0.000531
0.021364	1.811678	10097.656250	0.001383
0.021409	1.790950	10119.140625	0.001428
0.021455	1.770222	10140.625000	0.001796
0.021500	1.708036	10162.109375	0.001019
0.021545	1.687308	10183.593750	0.000646
0.021591	1.625123	10205.078125	0.000662
0.021636	1.542211	10226.562500	0.000946
0.021682	1.459297	10248.046875	0.000907
0.021727	1.355656	10269.531250	0.001068
0.021773	1.293470	10291.015625	0.000645
0.021818	1.231285	10312.500000	0.000382
0.021864	1.189829	10333.984375	0.000322
0.021909	1.044730	10355.468750	0.000613
0.021955	1.024002	10376.953125	0.000827
0.022000	0.982546	10398.437500	0.000530
0.022045	0.941089	10419.921875	0.000442
0.022091	0.899632	10441.406250	0.000333
0.022136	0.858175	10462.890625	0.000910
0.022182	0.816719	10484.375000	0.001034
0.022227	0.754534	10505.859375	0.000837
0.022273	0.692349	10527.343750	0.000729
0.022318	0.650892	10548.828125	0.001025
0.022364	0.567979	10570.312500	0.001118
0.022409	0.526523	10591.796875	0.000450
0.022455	0.402153	10613.281250	0.000694
0.022500	0.402153	10634.765625	0.000439
0.022545	0.402153	10656.250000	0.001123
0.022591	0.360696	10677.734375	0.000374
0.022636	0.298512	10699.218750	0.000860
0.022682	0.257054	10720.703125	0.000276
0.022727	0.215598	10742.187500	0.000906
0.022773	0.194870	10763.671875	0.000685
0.022818	0.194870	10785.156250	0.000782
0.022864	0.132685	10806.640625	0.000805
0.022909	0.132685	10828.125000	0.000576
0.022955	0.111957	10849.609375	0.001149
0.023000	0.049771	10871.093750	0.000831
0.023045	0.049771	10892.578125	0.000459
0.023091	0.029043	10914.062500	0.000915
0.023136	0.029043	10935.546875	0.000857
0.023182	0.049771	10957.031250	0.000877
0.023227	0.049771	10978.515625	0.000495
0.023273	0.049771	NaN	NaN
0.023318	0.049771	NaN	NaN
0.023364	0.049771	NaN	NaN
0.023409	0.049771	NaN	NaN
0.023455	0.049771	NaN	NaN
0.023500	0.029043	NaN	NaN
0.023545	0.049771	NaN	NaN
0.023591	0.049771	NaN	NaN
0.023636	0.049771	NaN	NaN
0.023682	0.049771	NaN	NaN
0.023727	0.049771	NaN	NaN
0.023773	0.049771	NaN	NaN
0.023818	0.029043	NaN	NaN
0.023864	0.049771	NaN	NaN
0.023909	0.029043	NaN	NaN
0.023955	0.029043	NaN	NaN
0.024000	0.049771	NaN	NaN
0.024045	0.049771	NaN	NaN
0.024091	0.049771	NaN	NaN
0.024136	0.029043	NaN	NaN
0.024182	0.029043	NaN	NaN
0.024227	0.049771	NaN	NaN
0.024273	0.215598	NaN	NaN
0.024318	0.215598	NaN	NaN
0.024364	0.236326	NaN	NaN
0.024409	0.236326	NaN	NaN
0.024455	0.277782	NaN	NaN
0.024500	0.360696	NaN	NaN
0.024545	0.443609	NaN	NaN
0.024591	0.339968	NaN	NaN
0.024636	0.319240	NaN	NaN
0.024682	0.319240	NaN	NaN
0.024727	0.319240	NaN	NaN
0.024773	0.526523	NaN	NaN
0.024818	0.630164	NaN	NaN
0.024864	0.547251	NaN	NaN
0.024909	0.733806	NaN	NaN
0.024955	0.878904	NaN	NaN
0.025000	0.795991	NaN	NaN
0.025045	0.982546	NaN	NaN
0.025091	1.044730	NaN	NaN
0.025136	1.003274	NaN	NaN
0.025182	1.044730	NaN	NaN
0.025227	1.127644	NaN	NaN
0.025273	1.169101	NaN	NaN
0.025318	1.127644	NaN	NaN
0.025364	1.189829	NaN	NaN
0.025409	1.334927	NaN	NaN
0.025455	1.355656	NaN	NaN
0.025500	1.417840	NaN	NaN
0.025545	1.625123	NaN	NaN
0.025591	1.666580	NaN	NaN
0.025636	1.687308	NaN	NaN
0.025682	1.770222	NaN	NaN
0.025727	1.770222	NaN	NaN
0.025773	1.811678	NaN	NaN
0.025818	2.060418	NaN	NaN
0.025864	2.205517	NaN	NaN
0.025909	2.184788	NaN	NaN
0.025955	2.184788	NaN	NaN
0.026000	2.350615	NaN	NaN
0.026045	2.371343	NaN	NaN
0.026091	2.412800	NaN	NaN
0.026136	2.557898	NaN	NaN
0.026182	2.661539	NaN	NaN
0.026227	2.806638	NaN	NaN
0.026273	2.765181	NaN	NaN
0.026318	2.889551	NaN	NaN
0.026364	3.076106	NaN	NaN
0.026409	3.013921	NaN	NaN
0.026455	3.200476	NaN	NaN
0.026500	3.345573	NaN	NaN
0.026545	3.283389	NaN	NaN
0.026591	3.449216	NaN	NaN
0.026636	3.573586	NaN	NaN
0.026682	3.490672	NaN	NaN
0.026727	3.656499	NaN	NaN
0.026773	3.718683	NaN	NaN
0.026818	3.760140	NaN	NaN
0.026864	3.884510	NaN	NaN
0.026909	3.988152	NaN	NaN
0.026955	4.091793	NaN	NaN
0.027000	4.153978	NaN	NaN
0.027045	4.216164	NaN	NaN
0.027091	4.299076	NaN	NaN
0.027136	4.361261	NaN	NaN
0.027182	4.381989	NaN	NaN
0.027227	4.423447	NaN	NaN
0.027273	4.464903	NaN	NaN
0.027318	4.464903	NaN	NaN
0.027364	4.464903	NaN	NaN
0.027409	4.527088	NaN	NaN
0.027455	4.610002	NaN	NaN
0.027500	4.672186	NaN	NaN
0.027545	4.713643	NaN	NaN
0.027591	4.755099	NaN	NaN
0.027636	4.817285	NaN	NaN
0.027682	4.858741	NaN	NaN
0.027727	4.879470	NaN	NaN
0.027773	4.920926	NaN	NaN
0.027818	4.962382	NaN	NaN
0.027864	4.941654	NaN	NaN
0.027909	4.879470	NaN	NaN
0.027955	4.879470	NaN	NaN
0.028000	4.920926	NaN	NaN
0.028045	4.941654	NaN	NaN
0.028091	4.941654	NaN	NaN
0.028136	4.941654	NaN	NaN
0.028182	4.941654	NaN	NaN
0.028227	4.962382	NaN	NaN
0.028273	4.941654	NaN	NaN
0.028318	4.941654	NaN	NaN
0.028364	4.941654	NaN	NaN
0.028409	4.941654	NaN	NaN
0.028455	4.941654	NaN	NaN
0.028500	4.962382	NaN	NaN
0.028545	4.941654	NaN	NaN
0.028591	4.941654	NaN	NaN
0.028636	4.941654	NaN	NaN
0.028682	4.962382	NaN	NaN
0.028727	4.941654	NaN	NaN
0.028773	4.941654	NaN	NaN
0.028818	4.962382	NaN	NaN
0.028864	4.920926	NaN	NaN
0.028909	4.941654	NaN	NaN
0.028955	4.962382	NaN	NaN
0.029000	4.962382	NaN	NaN
0.029045	4.962382	NaN	NaN
0.029091	4.941654	NaN	NaN
0.029136	4.941654	NaN	NaN
0.029182	4.941654	NaN	NaN
0.029227	4.858741	NaN	NaN
0.029273	4.796556	NaN	NaN
0.029318	4.755099	NaN	NaN
0.029364	4.713643	NaN	NaN
0.029409	4.692915	NaN	NaN
0.029455	4.651458	NaN	NaN
0.029500	4.610002	NaN	NaN
0.029545	4.464903	NaN	NaN
0.029591	4.464903	NaN	NaN
0.029636	4.423447	NaN	NaN
0.029682	4.423447	NaN	NaN
0.029727	4.381989	NaN	NaN
0.029773	4.340533	NaN	NaN
0.029818	4.278348	NaN	NaN
0.029864	4.195435	NaN	NaN
0.029909	4.195435	NaN	NaN
0.029955	4.195435	NaN	NaN
0.030000	4.195435	NaN	NaN
0.030045	4.133250	NaN	NaN
0.030091	3.967423	NaN	NaN
0.030136	3.905238	NaN	NaN
0.030182	3.760140	NaN	NaN
0.030227	3.656499	NaN	NaN
0.030273	3.552857	NaN	NaN
0.030318	3.490672	NaN	NaN
0.030364	3.407759	NaN	NaN
0.030409	3.324845	NaN	NaN
0.030455	3.262661	NaN	NaN
0.030500	3.200476	NaN	NaN
0.030545	3.200476	NaN	NaN
0.030591	3.159019	NaN	NaN
0.030636	3.096834	NaN	NaN
0.030682	3.096834	NaN	NaN
0.030727	2.993193	NaN	NaN
0.030773	2.868822	NaN	NaN
0.030818	2.765181	NaN	NaN
0.030864	2.620083	NaN	NaN
0.030909	2.516441	NaN	NaN
0.030955	2.371343	NaN	NaN
0.031000	2.329886	NaN	NaN
0.031045	2.267701	NaN	NaN
0.031091	2.205517	NaN	NaN
0.031136	2.101874	NaN	NaN
0.031182	2.018962	NaN	NaN
