Number of Samples	Sampling Rate (Hz)
1024.000000	22000.000000

Time (s)	Time History Channel 0	Frequency (Hz)	Power Spectrum Channel 0
0.008591	1.438569	4060.546875	0.001496
0.008636	1.583667	4082.031250	0.002781
0.008682	4.651458	4103.515625	0.002707
0.008727	1.189829	4125.000000	0.003363
0.008773	1.832407	4146.484375	0.004320
0.008818	4.568544	4167.968750	0.003046
0.008864	0.941089	4189.453125	0.001905
0.008909	2.164060	4210.937500	0.003517
0.008955	4.527088	4232.421875	0.003274
0.009000	0.775263	4253.906250	0.002355
0.009045	2.371343	4275.390625	0.003810
0.009091	4.340533	4296.875000	0.002466
0.009136	0.526523	4318.359375	0.001887
0.009182	2.640811	4339.843750	0.002819
0.009227	4.112521	4361.328125	0.003438
0.009273	0.360696	4382.812500	0.001556
0.009318	2.951735	4404.296875	0.002855
0.009364	3.925967	4425.781250	0.002821
0.009409	0.339968	4447.265625	0.003323
0.009455	3.179748	4468.750000	0.003740
0.009500	3.760140	4490.234375	0.003011
0.009545	0.257054	4511.718750	0.003063
0.009591	3.469944	4533.203125	0.002764
0.009636	3.552857	4554.687500	0.003286
0.009682	0.236326	4576.171875	0.004017
0.009727	3.780869	4597.656250	0.004650
0.009773	3.262661	4619.140625	0.002187
0.009818	0.339968	4640.625000	0.003258
0.009864	3.946695	4662.109375	0.003065
0.009909	3.013921	4683.593750	0.001751
0.009955	0.422881	4705.078125	0.001794
0.010000	4.112521	4726.562500	0.004689
0.010045	2.765181	4748.046875	0.002837
0.010091	0.485066	4769.531250	0.004697
0.010136	4.340533	4791.015625	0.003743
0.010182	2.454256	4812.500000	0.003862
0.010227	0.692349	4833.984375	0.001554
0.010273	4.464903	4855.468750	0.002890
0.010318	2.164060	4876.953125	0.002189
0.010364	0.899632	4898.437500	0.003855
0.010409	4.485631	4919.921875	0.002732
0.010455	1.894591	4941.406250	0.004043
0.010500	1.044730	4962.890625	0.004717
0.010545	4.547816	4984.375000	0.005704
0.010591	1.604395	5005.859375	0.002667
0.010636	1.334927	5027.343750	0.003877
0.010682	4.527088	5048.828125	0.002871
0.010727	1.314198	5070.312500	0.002527
0.010773	1.480025	5091.796875	0.003928
0.010818	4.547816	5113.281250	0.004470
0.010864	1.044730	5134.765625	0.003627
0.010909	1.811678	5156.250000	0.004798
0.010955	4.589272	5177.734375	0.004307
0.011000	0.858175	5199.218750	0.002369
0.011045	2.164060	5220.703125	0.003062
0.011091	4.444175	5242.187500	0.004770
0.011136	0.650892	5263.671875	0.002571
0.011182	2.412800	5285.156250	0.003626
0.011227	4.340533	5306.640625	0.005120
0.011273	0.567979	5328.125000	0.004262
0.011318	2.785910	5349.609375	0.003983
0.011364	4.278348	5371.093750	0.004932
0.011409	0.547251	5392.578125	0.003697
0.011455	3.179748	5414.062500	0.003948
0.011500	4.091793	5435.546875	0.002134
0.011545	0.402153	5457.031250	0.004980
0.011591	3.345573	5478.515625	0.002187
0.011636	3.801597	5500.000000	0.006712
0.011682	0.298512	5521.484375	0.005677
0.011727	3.573586	5542.968750	0.005695
0.011773	3.573586	5564.453125	0.003193
0.011818	0.319240	5585.937500	0.004458
0.011864	3.822325	5607.421875	0.005758
0.011909	3.304117	5628.906250	0.004648
0.011955	0.360696	5650.390625	0.004528
0.012000	4.029609	5671.875000	0.006576
0.012045	3.055377	5693.359375	0.004378
0.012091	0.381424	5714.843750	0.003201
0.012136	4.195435	5736.328125	0.006157
0.012182	2.785910	5757.812500	0.004785
0.012227	0.650892	5779.296875	0.004401
0.012273	4.464903	5800.781250	0.006222
0.012318	2.537169	5822.265625	0.005735
0.012364	0.775263	5843.750000	0.004102
0.012409	4.506360	5865.234375	0.005607
0.012455	2.164060	5886.718750	0.005875
0.012500	0.878904	5908.203125	0.005113
0.012545	4.568544	5929.687500	0.006166
0.012591	1.873863	5951.171875	0.006368
0.012636	1.127644	5972.656250	0.005020
0.012682	4.547816	5994.140625	0.006105
0.012727	1.583667	6015.625000	0.005793
0.012773	1.376384	6037.109375	0.005986
0.012818	4.672186	6058.593750	0.005507
0.012864	1.334927	6080.078125	0.005376
0.012909	1.625123	6101.562500	0.007294
0.012955	4.630730	6123.046875	0.006462
0.013000	1.065459	6144.531250	0.004431
0.013045	1.873863	6166.015625	0.007200
0.013091	4.527088	6187.500000	0.007250
0.013136	0.795991	6208.984375	0.004652
0.013182	2.081146	6230.468750	0.006896
0.013227	4.423447	6251.953125	0.008961
0.013273	0.692349	6273.437500	0.007172
0.013318	2.495713	6294.921875	0.009340
0.013364	4.319805	6316.406250	0.009258
0.013409	0.526523	6337.890625	0.006519
0.013455	2.765181	6359.375000	0.006192
0.013500	4.153978	6380.859375	0.008107
0.013545	0.402153	6402.343750	0.005827
0.013591	3.055377	6423.828125	0.007507
0.013636	3.967423	6445.312500	0.009315
0.013682	0.526523	6466.796875	0.011888
0.013727	3.635771	6488.281250	0.009420
0.013773	4.195435	6509.765625	0.010619
0.013818	0.837447	6531.250000	0.008127
0.013864	4.174706	6552.734375	0.008453
0.013909	4.464903	6574.218750	0.005471
0.013955	0.961818	6595.703125	0.008446
0.014000	4.464903	6617.187500	0.008037
0.014045	4.195435	6638.671875	0.012700
0.014091	0.982546	6660.156250	0.010365
0.014136	4.610002	6681.640625	0.014598
0.014182	3.635771	6703.125000	0.009903
0.014227	1.003274	6724.609375	0.010462
0.014273	4.713643	6746.093750	0.009830
0.014318	3.221204	6767.578125	0.012163
0.014364	1.148372	6789.062500	0.009164
0.014409	4.900198	6810.546875	0.014686
0.014455	2.972465	6832.031250	0.012010
0.014500	1.272742	6853.515625	0.013789
0.014545	4.941654	6875.000000	0.013387
0.014591	2.620083	6896.484375	0.016556
0.014636	1.459297	6917.968750	0.011918
0.014682	4.941654	6939.453125	0.015807
0.014727	2.309158	6960.937500	0.016678
0.014773	1.625123	6982.421875	0.014543
0.014818	4.941654	7003.906250	0.009966
0.014864	1.977505	7025.390625	0.035776
0.014909	1.832407	7046.875000	0.022847
0.014955	4.962382	7068.359375	0.022008
0.015000	1.749494	7089.843750	0.023672
0.015045	2.122603	7111.328125	0.025565
0.015091	4.941654	7132.812500	0.024697
0.015136	1.480025	7154.296875	0.027654
0.015182	2.371343	7175.781250	0.030008
0.015227	4.920926	7197.265625	0.029149
0.015273	1.252014	7218.750000	0.033457
0.015318	2.640811	7240.234375	0.036906
0.015364	4.692915	7261.718750	0.038120
0.015409	1.003274	7283.203125	0.041994
0.015455	2.889551	7304.687500	0.049988
0.015500	4.692915	7326.171875	0.056265
0.015545	1.003274	7347.656250	0.058853
0.015591	3.366302	7369.140625	0.074665
0.015636	4.920926	7390.625000	0.089584
0.015682	0.899632	7412.109375	0.109163
0.015727	3.490672	7433.593750	0.156332
0.015773	4.216164	7455.078125	0.251702
0.015818	0.588708	7476.562500	0.626830
0.015864	3.490672	7498.046875	1.261268
0.015909	3.780869	7519.531250	0.310301
0.015955	0.505795	7541.015625	0.176638
0.016000	3.863782	7562.500000	0.120797
0.016045	3.739412	7583.984375	0.096142
0.016091	0.671621	7605.468750	0.079905
0.016136	4.195435	7626.953125	0.067675
0.016182	3.532128	7648.437500	0.063642
0.016227	0.733806	7669.921875	0.050653
0.016273	4.361261	7691.406250	0.046299
0.016318	3.179748	7712.890625	0.036992
0.016364	0.733806	7734.375000	0.035080
0.016409	4.402719	7755.859375	0.032918
0.016455	2.765181	7777.343750	0.034391
0.016500	0.795991	7798.828125	0.031307
0.016545	4.589272	7820.312500	0.030962
0.016591	2.599355	7841.796875	0.027533
0.016636	1.086187	7863.281250	0.025370
0.016682	4.755099	7884.765625	0.020643
0.016727	2.329886	7906.250000	0.021756
0.016773	1.231285	7927.734375	0.019955
0.016818	4.775827	7949.218750	0.020830
0.016864	1.956777	7970.703125	0.018909
0.016909	1.376384	7992.187500	0.019436
0.016955	4.775827	8013.671875	0.017836
0.017000	1.604395	8035.156250	0.016803
0.017045	1.583667	8056.640625	0.017706
0.017091	4.755099	8078.125000	0.016643
0.017136	1.438569	8099.609375	0.014755
0.017182	1.894591	8121.093750	0.015569
0.017227	4.775827	8142.578125	0.015680
0.017273	1.210557	8164.062500	0.011121
0.017318	2.164060	8185.546875	0.012298
0.017364	4.692915	8207.031250	0.012789
0.017409	0.961818	8228.515625	0.011745
0.017455	2.454256	8250.000000	0.012207
0.017500	4.547816	8271.484375	0.014195
0.017545	0.733806	8292.968750	0.012277
0.017591	2.723724	8314.453125	0.012208
0.017636	4.423447	8335.937500	0.011588
0.017682	0.650892	8357.421875	0.010807
0.017727	3.055377	8378.906250	0.009351
0.017773	4.236892	8400.390625	0.011322
0.017818	0.526523	8421.875000	0.011891
0.017864	3.324845	8443.359375	0.008513
0.017909	4.071065	8464.843750	0.009358
0.017955	0.505795	8486.328125	0.010589
0.018000	3.573586	8507.812500	0.009619
0.018045	3.739412	8529.296875	0.008095
0.018091	0.319240	8550.781250	0.009963
0.018136	3.615042	8572.265625	0.009899
0.018182	3.387031	8593.750000	0.007868
0.018227	0.381424	8615.234375	0.008200
0.018273	4.029609	8636.718750	0.009110
0.018318	3.407759	8658.203125	0.006655
0.018364	0.713078	8679.687500	0.008355
0.018409	4.402719	8701.171875	0.009134
0.018455	3.159019	8722.656250	0.007842
0.018500	0.630164	8744.140625	0.007760
0.018545	4.236892	8765.625000	0.009114
0.018591	2.474984	8787.109375	0.008367
0.018636	0.443609	8808.593750	0.006810
0.018682	4.216164	8830.078125	0.007046
0.018727	2.288429	8851.562500	0.008291
0.018773	1.003274	8873.046875	0.006692
0.018818	4.817285	8894.531250	0.007229
0.018864	2.371343	8916.015625	0.007493
0.018909	1.314198	8937.500000	0.006610
0.018955	4.817285	8958.984375	0.007466
0.019000	1.832407	8980.468750	0.008309
0.019045	1.231285	9001.953125	0.005452
0.019091	4.568544	9023.437500	0.006324
0.019136	1.334927	9044.921875	0.006513
0.019182	1.334927	9066.406250	0.006837
0.019227	4.610002	9087.890625	0.005405
0.019273	1.252014	9109.375000	0.006020
0.019318	1.853135	9130.859375	0.006432
0.019364	4.755099	9152.343750	0.007324
0.019409	1.148372	9173.828125	0.004653
0.019455	2.143332	9195.312500	0.006434
0.019500	4.630730	9216.796875	0.005936
0.019545	0.837447	9238.281250	0.005366
0.019591	2.371343	9259.765625	0.005657
0.019636	4.464903	9281.250000	0.006743
0.019682	0.609436	9302.734375	0.003468
0.019727	2.578626	9324.218750	0.005540
0.019773	4.299076	9345.703125	0.006367
0.019818	0.526523	9367.187500	0.005685
0.019864	2.972465	9388.671875	0.005084
0.019909	4.174706	9410.156250	0.006535
0.019955	0.443609	9431.640625	0.005462
0.020000	3.241932	9453.125000	0.006468
0.020045	3.925967	9474.609375	0.005521
0.020091	0.360696	9496.093750	0.005095
0.020136	3.490672	9517.578125	0.003417
0.020182	3.697955	9539.062500	0.004726
0.020227	0.298512	9560.546875	0.005047
0.020273	3.697955	9582.031250	0.005597
0.020318	3.449216	9603.515625	0.004944
0.020364	0.402153	9625.000000	0.004808
0.020409	4.008880	9646.484375	0.004936
0.020455	3.200476	9667.968750	0.006210
0.020500	0.485066	9689.453125	0.005108
0.020545	4.195435	9710.937500	0.004668
0.020591	2.910279	9732.421875	0.004245
0.020636	0.547251	9753.906250	0.004439
0.020682	4.340533	9775.390625	0.006172
0.020727	2.599355	9796.875000	0.006057
0.020773	0.588708	9818.359375	0.004117
0.020818	4.361261	9839.843750	0.004533
0.020864	2.226245	9861.328125	0.006179
0.020909	0.775263	9882.812500	0.004040
0.020955	4.527088	9904.296875	0.004731
0.021000	2.018962	9925.781250	0.004419
0.021045	1.127644	9947.265625	0.004198
0.021091	4.734371	9968.750000	0.005459
0.021136	1.853135	9990.234375	0.006545
0.021182	1.417840	10011.718750	0.003334
0.021227	4.755099	10033.203125	0.004734
0.021273	1.500753	10054.687500	0.005600
0.021318	1.500753	10076.171875	0.003961
0.021364	4.527088	10097.656250	0.003908
0.021409	1.127644	10119.140625	0.004679
0.021455	1.728765	10140.625000	0.004075
0.021500	4.547816	10162.109375	0.004592
0.021545	0.961818	10183.593750	0.004325
0.021591	2.122603	10205.078125	0.004959
0.021636	4.568544	10226.562500	0.005013
0.021682	0.816719	10248.046875	0.004894
0.021727	2.454256	10269.531250	0.004000
0.021773	4.340533	10291.015625	0.004403
0.021818	0.464337	10312.500000	0.004657
0.021864	2.392071	10333.984375	0.003706
0.021909	3.905238	10355.468750	0.004427
0.021955	0.277782	10376.953125	0.004831
0.022000	2.910279	10398.437500	0.003703
0.022045	3.884510	10419.921875	0.003581
0.022091	0.298512	10441.406250	0.004561
0.022136	3.200476	10462.890625	0.004598
0.022182	3.635771	10484.375000	0.003095
0.022227	0.194870	10505.859375	0.005318
0.022273	3.407759	10527.343750	0.003750
0.022318	3.387031	10548.828125	0.005399
0.022364	0.236326	10570.312500	0.003997
0.022409	3.739412	10591.796875	0.003841
0.022455	3.159019	10613.281250	0.003994
0.022500	0.194870	10634.765625	0.004364
0.022545	3.863782	10656.250000	0.003554
0.022591	2.889551	10677.734375	0.004973
0.022636	0.194870	10699.218750	0.003624
0.022682	3.946695	10720.703125	0.005073
0.022727	2.537169	10742.187500	0.004603
0.022773	0.070499	10763.671875	0.004613
0.022818	3.863782	10785.156250	0.003775
0.022864	2.081146	10806.640625	0.004681
0.022909	0.111957	10828.125000	0.003869
0.022955	4.112521	10849.609375	0.003602
0.023000	2.018962	10871.093750	0.004016
0.023045	0.920361	10892.578125	0.003679
0.023091	4.568544	10914.062500	0.004003
0.023136	2.101874	10935.546875	0.004890
0.023182	1.231285	10957.031250	0.003498
0.023227	4.610002	10978.515625	0.004873
0.023273	1.604395	NaN	NaN
0.023318	1.106915	NaN	NaN
0.023364	4.153978	NaN	NaN
0.023409	0.941089	NaN	NaN
0.023455	1.189829	NaN	NaN
0.023500	4.174706	NaN	NaN
0.023545	0.920361	NaN	NaN
0.023591	1.894591	NaN	NaN
0.023636	4.713643	NaN	NaN
0.023682	1.189829	NaN	NaN
0.023727	2.350615	NaN	NaN
0.023773	4.568544	NaN	NaN
0.023818	0.754534	NaN	NaN
0.023864	2.288429	NaN	NaN
0.023909	4.195435	NaN	NaN
0.023955	0.443609	NaN	NaN
0.024000	2.702996	NaN	NaN
0.024045	4.257620	NaN	NaN
0.024091	0.485066	NaN	NaN
0.024136	3.159019	NaN	NaN
0.024182	4.216164	NaN	NaN
0.024227	0.547251	NaN	NaN
0.024273	3.490672	NaN	NaN
0.024318	3.988152	NaN	NaN
0.024364	0.443609	NaN	NaN
0.024409	3.635771	NaN	NaN
0.024455	3.656499	NaN	NaN
0.024500	0.381424	NaN	NaN
0.024545	3.925967	NaN	NaN
0.024591	3.428487	NaN	NaN
0.024636	0.422881	NaN	NaN
0.024682	4.153978	NaN	NaN
0.024727	3.179748	NaN	NaN
0.024773	0.547251	NaN	NaN
0.024818	4.319805	NaN	NaN
0.024864	2.827366	NaN	NaN
0.024909	0.609436	NaN	NaN
0.024955	4.423447	NaN	NaN
0.025000	2.537169	NaN	NaN
0.025045	0.816719	NaN	NaN
0.025091	4.630730	NaN	NaN
0.025136	2.288429	NaN	NaN
0.025182	0.961818	NaN	NaN
0.025227	4.672186	NaN	NaN
0.025273	1.977505	NaN	NaN
0.025318	1.189829	NaN	NaN
0.025364	4.692915	NaN	NaN
0.025409	1.666580	NaN	NaN
0.025455	1.397112	NaN	NaN
0.025500	4.692915	NaN	NaN
0.025545	1.397112	NaN	NaN
0.025591	1.687308	NaN	NaN
0.025636	4.713643	NaN	NaN
0.025682	1.189829	NaN	NaN
0.025727	1.873863	NaN	NaN
0.025773	4.589272	NaN	NaN
0.025818	0.899632	NaN	NaN
0.025864	2.205517	NaN	NaN
0.025909	4.506360	NaN	NaN
0.025955	0.713078	NaN	NaN
0.026000	2.516441	NaN	NaN
0.026045	4.402719	NaN	NaN
0.026091	0.588708	NaN	NaN
0.026136	2.827366	NaN	NaN
0.026182	4.257620	NaN	NaN
0.026227	0.443609	NaN	NaN
0.026273	3.034649	NaN	NaN
0.026318	4.008880	NaN	NaN
0.026364	0.381424	NaN	NaN
0.026409	3.366302	NaN	NaN
0.026455	3.822325	NaN	NaN
0.026500	0.339968	NaN	NaN
0.026545	3.615042	NaN	NaN
0.026591	3.573586	NaN	NaN
0.026636	0.360696	NaN	NaN
0.026682	3.884510	NaN	NaN
0.026727	3.345573	NaN	NaN
0.026773	0.402153	NaN	NaN
0.026818	4.008880	NaN	NaN
0.026864	3.013921	NaN	NaN
0.026909	0.485066	NaN	NaN
0.026955	4.299076	NaN	NaN
0.027000	2.785910	NaN	NaN
0.027045	0.671621	NaN	NaN
0.027091	4.444175	NaN	NaN
0.027136	2.495713	NaN	NaN
0.027182	0.795991	NaN	NaN
0.027227	4.547816	NaN	NaN
0.027273	2.184788	NaN	NaN
0.027318	0.961818	NaN	NaN
0.027364	4.527088	NaN	NaN
0.027409	1.853135	NaN	NaN
0.027455	1.169101	NaN	NaN
0.027500	4.630730	NaN	NaN
0.027545	1.562939	NaN	NaN
0.027591	1.397112	NaN	NaN
0.027636	4.672186	NaN	NaN
0.027682	1.334927	NaN	NaN
0.027727	1.666580	NaN	NaN
0.027773	4.630730	NaN	NaN
0.027818	1.086187	NaN	NaN
0.027864	1.853135	NaN	NaN
0.027909	4.464903	NaN	NaN
0.027955	0.858175	NaN	NaN
0.028000	2.267701	NaN	NaN
0.028045	4.506360	NaN	NaN
0.028091	0.754534	NaN	NaN
0.028136	2.599355	NaN	NaN
0.028182	4.340533	NaN	NaN
0.028227	0.567979	NaN	NaN
0.028273	2.827366	NaN	NaN
0.028318	4.112521	NaN	NaN
0.028364	0.464337	NaN	NaN
0.028409	3.096834	NaN	NaN
0.028455	3.905238	NaN	NaN
0.028500	0.381424	NaN	NaN
0.028545	3.387031	NaN	NaN
0.028591	3.739412	NaN	NaN
0.028636	0.402153	NaN	NaN
0.028682	3.656499	NaN	NaN
0.028727	3.532128	NaN	NaN
0.028773	0.381424	NaN	NaN
0.028818	3.843054	NaN	NaN
0.028864	3.221204	NaN	NaN
0.028909	0.422881	NaN	NaN
0.028955	4.029609	NaN	NaN
0.029000	2.889551	NaN	NaN
0.029045	0.505795	NaN	NaN
0.029091	4.216164	NaN	NaN
0.029136	2.702996	NaN	NaN
0.029182	0.671621	NaN	NaN
0.029227	4.381989	NaN	NaN
0.029273	2.392071	NaN	NaN
0.029318	0.816719	NaN	NaN
0.029364	4.464903	NaN	NaN
0.029409	2.101874	NaN	NaN
0.029455	0.982546	NaN	NaN
0.029500	4.547816	NaN	NaN
0.029545	1.728765	NaN	NaN
0.029591	1.169101	NaN	NaN
0.029636	4.610002	NaN	NaN
0.029682	1.542211	NaN	NaN
0.029727	1.480025	NaN	NaN
0.029773	4.610002	NaN	NaN
0.029818	1.293470	NaN	NaN
0.029864	1.708036	NaN	NaN
0.029909	4.547816	NaN	NaN
0.029955	1.044730	NaN	NaN
0.030000	1.956777	NaN	NaN
0.030045	4.423447	NaN	NaN
0.030091	0.733806	NaN	NaN
0.030136	2.184788	NaN	NaN
0.030182	4.361261	NaN	NaN
0.030227	0.630164	NaN	NaN
0.030273	2.537169	NaN	NaN
0.030318	4.278348	NaN	NaN
0.030364	0.547251	NaN	NaN
0.030409	2.848094	NaN	NaN
0.030455	4.112521	NaN	NaN
0.030500	0.422881	NaN	NaN
0.030545	3.117562	NaN	NaN
0.030591	3.884510	NaN	NaN
0.030636	0.360696	NaN	NaN
0.030682	3.304117	NaN	NaN
0.030727	3.594314	NaN	NaN
0.030773	0.277782	NaN	NaN
0.030818	3.573586	NaN	NaN
0.030864	3.387031	NaN	NaN
0.030909	0.319240	NaN	NaN
0.030955	3.863782	NaN	NaN
0.031000	3.200476	NaN	NaN
0.031045	0.422881	NaN	NaN
0.031091	4.133250	NaN	NaN
0.031136	2.951735	NaN	NaN
0.031182	0.422881	NaN	NaN
